"municpality","corruption","council.age","margin","reelected","transfers","poverty"
2207777,16.666667163372,9,8.56599998474121,1,41.049998998642,76.265998840332
2207801,0,13,0.628000020980835,0,46.900001168251,68.1809997558594
2208601,14.2857149243355,14,0.846000015735626,1,36.0200017690659,74.8349990844727
2209005,0,11,1.16400003433228,0,56.360000371933,64.7630004882812
2209377,40.0000005960464,17,14.5600004196167,1,45.4500019550323,76.0260009765625
2209401,25,13,0.150000005960464,0,49.3699997663498,52.8580017089844
2209450,0,9,16.3640003204346,0,40.4799997806549,78.8079986572266
2210003,16.666667163372,7,12.5520000457764,1,81.9599986076355,62.5870018005371
2210359,16.666667163372,10,15.5480003356934,0,41.9400006532669,73.7419967651367
2210391,0,8,2.28399991989136,0,36.4599972963333,81.7080001831055
2210631,20.0000002980232,9,17.7159996032715,0,38.6399984359741,76.4240036010742
2210805,50,7,4.84000015258789,1,75.2499997615814,61.0610008239746
2210938,0,9,1.2039999961853,0,48.9600002765656,67.6579971313477
2211704,0,8,47.0200004577637,1,49.6499985456467,76.9410018920898
2300200,50,15,9.95400047302246,0,45.4600006341934,73.4690017700195
2300309,0,17,4.56400012969971,0,68.5400009155273,74.3499984741211
2300408,0,14,25.5580005645752,1,42.1600013971329,82.3619995117188
2300754,40.0000005960464,4,3.73399996757507,1,67.9499983787537,79.7839965820312
2302057,25,10,7.96999979019165,0,37.9299998283386,79.8529968261719
2302206,0,21,17.7099990844727,0,46.7400014400482,73.4039993286133
2303303,54.5454561710358,15,9.96599960327148,0,53.8899958133698,73.0390014648438
2303600,33.3333343267441,13,50.1300010681152,0,46.3299989700317,81.2040023803711
2303907,0,NA,7.78999996185303,0,54.2900025844574,79.0839996337891
2304236,0,NA,11.4499998092651,0,50.4700005054474,83.0630035400391
2304509,75,10,27.9139995574951,0,42.3099994659424,76.7109985351562
2304608,0,5,7.56599998474121,1,27.5999993085861,82.2710037231445
2304707,58.3333313465118,10,18.4489994049072,1,40.0700032711029,82.0999984741211
2305605,0,15,4.41800022125244,0,44.1700011491776,66.8430023193359
2306256,50,6,8.41300010681152,0,44.1399991512299,60.4049987792969
2306553,33.3333343267441,11,48.0499992370605,0,51.5399932861328,78.2809982299805
2306603,0,15,30.5109996795654,0,42.8400009870529,82.2770004272461
2306801,0,14,2.26999998092651,0,44.7699993848801,65.4599990844727
2307502,33.3333343267441,12,16.3099994659424,0,45.2399998903275,71.5250015258789
2307809,25,15,5.78800010681152,1,56.9100022315979,71.2839965820312
2308351,16.666667163372,16,5.49399995803833,0,45.6699967384338,68.4029998779297
2308906,33.3333343267441,16,3.97000002861023,0,40.2599990367889,76.681999206543
2309201,28.571429848671,15,17.6019992828369,0,48.1700003147125,68.9690017700195
2309300,60.0000023841858,6,3.76600003242493,1,54.8299968242645,67.2379989624023
2309409,9.0909093618393,11,37.2779998779297,1,53.1899988651276,70.2030029296875
2309607,44.4444447755814,14,2.8989999294281,1,35.5599999427795,58.8110008239746
2309706,14.2857149243355,14,72.9250030517578,1,47.6099997758865,55.9630012512207
2310407,0,7,21.326000213623,1,NA,81.2119979858398
2310704,7.14285746216774,12,7.95599985122681,1,81.2299966812134,71.3619995117188
2310951,0,17,17.9400005340576,1,38.5900020599365,77.1539993286133
2311264,0,10,17.9139995574951,0,24.1399988532066,70.1600036621094
2311355,71.4285731315613,7,20.0900001525879,1,72.4700033664703,74.9349975585938
2311900,40.0000005960464,17,9.30000019073486,0,53.0299961566925,82.7259979248047
2311959,40.0000005960464,11,8.48200035095215,0,48.3800023794174,80.2880020141602
2312502,33.3333343267441,7,7.03000020980835,0,33.9699983596802,60.4169998168945
2312700,42.8571432828903,18,12.4200000762939,1,67.4799978733063,62.3250007629395
2313351,30.0000011920929,14,0.430000007152557,0,49.5099991559982,84.120002746582
2313609,20.0000002980232,14,3.01999998092651,1,53.1700015068054,64.2020034790039
2313757,16.666667163372,19,2.6800000667572,0,36.370000243187,80.7109985351562
2313906,62.5,14,38.4620018005371,1,46.89000248909,81.4789962768555
2400109,11.1111111938953,8,18.7220001220703,0,44.7999984025955,43.4620018005371
2400208,0,17,2.95799994468689,1,41.4199978113174,54.7939987182617
2400406,20.0000002980232,16,38.8800010681152,1,29.0200024843216,77.2559967041016
2400406,0,13,43.9739990234375,0,32.1900010108948,77.2559967041016
2400505,0,13,32.0660018920898,0,47.800001502037,69.0130004882812
2401651,20.0000002980232,8,12.1440000534058,0,34.4500005245209,75.5070037841797
2401800,33.3333343267441,13,59.6710014343262,0,50.1500010490417,66.4100036621094
2401909,40.0000005960464,4,15.0500001907349,1,17.569999396801,67.1480026245117
2402006,0,13,4.25400018692017,0,83.7100028991699,34.2360000610352
2404002,16.666667163372,12,3.32200002670288,1,46.0899978876114,68.9400024414062
2404101,20.0000002980232,7,17.7900009155273,0,NA,70.7409973144531
2404705,12.5,6,1.56400001049042,0,48.7200021743774,68.5690002441406
2405009,0,15,16.7399997711182,1,33.4199994802475,65.6500015258789
2405504,0,2,7.10400009155273,0,16.9400006532669,69.963996887207
2405603,28.571429848671,3,32.9389991760254,0,44.3300008773804,51.8460006713867
2406502,12.5,13,0.504000008106232,1,63.5800004005432,74.3140029907227
2406908,33.3333343267441,19,39.4199981689453,0,20.2800005674362,65.6679992675781
2407401,16.666667163372,4,4.06400012969971,0,51.8899977207184,65.4830017089844
2407708,33.3333343267441,10,16.2689990997314,1,43.75,69.0719985961914
2408409,0,15,1.83599996566772,0,38.9700025320053,67.0390014648438
2409407,16.666667163372,9,2.75600004196167,0,69.6200013160706,43.9160003662109
2409902,71.4285731315613,1,0.259999990463257,1,26.2800008058548,58.5419998168945
2409902,0,6,6.94000005722046,0,37.2200012207031,58.5419998168945
2410306,44.4444447755814,10,23,0,23.6900001764297,74.4749984741211
2410801,0,NA,46.9090003967285,0,41.2200003862381,74.4869995117188
2411502,22.2222223877907,7,50.1440010070801,1,41.9900000095367,67.6139984130859
2411601,20.0000002980232,0,7.81199979782104,0,21.5799987316132,69.8119964599609
2411809,0,6,46.234001159668,1,23.9399999380112,53.4799995422363
2412559,0,12,5.19999980926514,0,70.2899992465973,80.995002746582
2412906,0,1,13.5450000762939,0,54.1499972343445,68.2099990844727
2413003,0,0,26.7399997711182,1,35.3899985551834,63.7919998168945
2413706,25,13,23.6229991912842,0,35.5299979448318,77.6989974975586
2414159,40.0000005960464,8,19.568000793457,0,37.0500028133392,66.5859985351562
2414506,25,10,7.8899998664856,0,45.7500010728836,64.5690002441406
2414605,50,11,31.8129997253418,0,24.1500005125999,73.2870025634766
2414753,0,8,20.753999710083,0,27.7300000190735,85.6449966430664
2500403,33.3333343267441,13,28.4360008239746,1,55.0099968910217,70.8659973144531
2500775,0,0,18.5639991760254,1,47.6300001144409,68.4690017700195
2501351,33.3333343267441,8,14.0200004577637,0,28.2900005578995,67.4240036010742
2501401,0,13,38.507999420166,1,59.2799961566925,71.5979995727539
2501708,0,14,14.0600004196167,0,48.3000010251999,65.4619979858398
2501807,0,11,16.9169998168945,0,63.6099994182587,49.3540000915527
2502052,0,1,100,1,25.1299977302551,81.8850021362305
2502300,0,13,26.2049999237061,0,32.8700006008148,64.9120025634766
2502805,28.571429848671,18,9.44400024414062,0,51.2899994850159,58.0470008850098
2503605,33.3333343267441,13,17.576000213623,0,50.8399963378906,72.3170013427734
2503704,33.3333343267441,15,11.4840002059937,1,74.260002374649,53.0499992370605
2504108,25,15,21.9200000762939,0,23.2500001788139,69.6520004272461
2504207,25,13,13.6660003662109,0,31.58999979496,72.1380004882812
2504355,25,8,29.2000007629395,1,36.1200004816055,62.2630004882812
2504603,14.2857149243355,9,29.6730003356934,0,51.5599966049194,62.6529998779297
2505238,28.571429848671,12,1.32000005245209,0,43.7099993228912,73.6790008544922
2505279,20.0000002980232,7,6.92000007629395,0,34.4199985265732,80.286003112793
2505600,16.666667163372,NA,8.83600044250488,0,45.9899991750717,75.2330017089844
2505808,0,65,100,1,36.5200012922287,70.5080032348633
2506400,37.5,13,4.77199983596802,0,51.1799991130829,70.859001159668
2506509,0,28,4.88600015640259,1,26.4799982309341,60.5480003356934
2506608,25,NA,4.24399995803833,1,40.4300004243851,72.177001953125
2506905,42.8571432828903,11,7.94899988174438,0,70.4100012779236,60.3930015563965
2507002,9.0909093618393,16,4.3899998664856,0,54.3200016021729,59.4790000915527
2507408,20.0000002980232,13,5.37799978256226,0,43.3099985122681,64.1240005493164
2508604,60.0000023841858,10,9.46000003814697,1,42.1000003814697,70.1240005493164
2508802,10.0000001490116,12,3.22399997711182,0,34.909999370575,63.6300010681152
2508901,0,8,24.3799991607666,0,51.4200031757355,65.1679992675781
2511004,60.0000023841858,7,11.0209999084473,0,38.1099998950958,74.7320022583008
2511301,42.8571432828903,11,10.0620002746582,0,65.7100021839142,60.8359985351562
2511806,25,4,3.66599988937378,0,53.5899996757507,65.1309967041016
2512077,20.0000002980232,1,49.8120002746582,0,25.9400010108948,69.2460021972656
2513505,0,NA,33.7039985656738,0,42.0199990272522,80.4720001220703
2513802,44.4444447755814,13,11.835000038147,0,45.8799958229065,71.1029968261719
2513927,25,1,100,0,38.5900020599365,67.9530029296875
2514305,25,9,12.4259996414185,0,30.0899982452393,79.2509994506836
2516102,0,14,8.18400001525879,0,64.9399995803833,60.1349983215332
2516409,0,1,7.78999996185303,0,50.5999982357025,71.7890014648438
2517100,25,11,46.1640014648438,0,21.9600021839142,55.2799987792969
2600401,40.0000005960464,17,4.57000017166138,0,49.5000004768372,76.4039993286133
2601201,25,11,1.35500001907349,0,50.8400022983551,47.3930015563965
2602506,14.2857149243355,10,91.3420028686523,0,38.4199976921082,74.3690032958984
2602704,0,7,0.187999993562698,1,37.5,72.7529983520508
2602803,0,11,18.7759990692139,0,56.2399983406067,77.9739990234375
2603108,25,15,1.45799994468689,1,52.130001783371,49.4550018310547
2603801,0,6,1.71200001239777,1,42.960000038147,71.9100036621094
2605152,66.6666686534882,9,2.66199994087219,1,36.9899988174438,75.2779998779297
2605905,16.666667163372,11,13.0539999008179,0,50.8800029754639,72.7789993286133
2606507,25,15,9.66499996185303,0,57.1300029754639,81.9789962768555
2606804,25,10,55.6310005187988,1,50.1699984073639,53.0369987487793
2607000,66.6666686534882,10,19.6200008392334,0,46.4800000190735,79.5739974975586
2607307,0,13,22.5599994659424,0,32.820001244545,74.6589965820312
2607950,0,7,29.6280002593994,1,50.4700005054474,80.0469970703125
2608305,37.5,11,29.1459999084473,0,45.0800001621246,69.572998046875
2608404,50,13,1.97800004482269,0,42.7500009536743,73.5120010375977
2608453,0,9,7.28599977493286,1,40.5099987983704,62.0379981994629
2609105,66.6666686534882,11,54.9220008850098,1,48.0500012636185,65.8619995117188
2609303,75,15,9.24400043487549,0,53.3500015735626,76.3929977416992
2609501,0,13,2.44000005722046,1,44.8400020599365,58.9119987487793
2611408,33.3333343267441,12,17.492000579834,0,41.959998011589,69.9209976196289
2611533,0,14,17.4580001831055,0,32.3499977588654,77.7160034179688
2612000,40.0000005960464,16,20.3619995117188,0,51.4200031757355,63.9900016784668
2612307,25,11,7.28800010681152,0,53.9299964904785,70.9199981689453
2612406,20.0000002980232,17,9.49400043487549,0,50.7200002670288,61.2700004577637
2612455,37.5,9,12.5459995269775,0,38.4900003671646,80.3919982910156
2612554,20.0000002980232,13,7.55999994277954,0,32.1099996566772,83.4240036010742
2612604,0,13,10.1529998779297,0,39.5700007677078,64.056999206543
2613107,25,16,4.39200019836426,0,44.8499977588654,66.4670028686523
2613503,50,11,23.0100002288818,0,38.9300018548965,72.4739990234375
2613602,41.6666656732559,14,6.58199977874756,0,42.399999499321,62.1370010375977
2614204,0,11,22.6040000915527,1,52.2200047969818,74.9629974365234
2614204,33.3333343267441,14,10.5729999542236,0,38.2500022649765,74.9629974365234
2614501,14.2857149243355,11,13.83899974823,0,57.0200026035309,54.632999420166
2614808,25,9,12.0369997024536,0,32.8700006008148,74.0640029907227
2615300,25,15,8.66300010681152,1,43.7700003385544,62.8530006408691
2616001,16.666667163372,11,8.31799983978271,0,41.5100008249283,63.4609985351562
2701407,83.3333313465118,14,29.3360004425049,0,41.5600031614304,78.4160003662109
2701902,33.3333343267441,13,1.69599997997284,1,49.7000008821487,79.338996887207
2702504,66.6666686534882,11,6.90199995040894,0,32.7999979257584,73.9489974975586
2702900,33.3333343267441,5,35.5919990539551,0,49.1600036621094,81.9189987182617
2703502,50,NA,7.34999990463257,0,38.8099998235703,78.4899978637695
2703601,71.4285731315613,1,19.4090003967285,0,NA,73.4029998779297
2703759,25,5,32.3919982910156,1,43.4300005435944,NA
2704203,40.0000005960464,18,11.9200000762939,0,65.0400042533875,82.4199981689453
2705200,33.3333343267441,14,46.4160003662109,1,46.8700021505356,72.9899978637695
2705804,66.6666686534882,1,53.8120002746582,0,42.9299980401993,82.6959991455078
2705903,14.2857149243355,1,9.36600017547607,0,38.2999986410141,84.2850036621094
2707206,44.4444447755814,9,9.14999961853027,0,39.6699994802475,89.3310012817383
2707909,83.3333313465118,8,0.0989999994635582,0,43.5999989509583,69.4509963989258
2708204,37.5,5,20.3899993896484,1,34.6599996089935,80.9039993286133
2708956,85.7142865657806,8,31.07200050354,1,54.2999982833862,86.4440002441406
2709004,20.0000002980232,NA,1.68499994277954,0,42.6100015640259,78.3919982910156
2709152,50,15,31.007999420166,1,24.8999997973442,73.4680023193359
2709202,75,1,8.82800006866455,0,47.1699982881546,88.2740020751953
2709301,22.2222223877907,NA,0.75900000333786,1,80.4199934005737,68.6969985961914
2800308,25,13,53.3320007324219,1,66.4600014686584,29.6009998321533
2800670,14.2857149243355,13,4.96500015258789,0,61.5199983119965,66.8929977416992
2801306,33.3333343267441,17,62.7000007629395,0,NA,71.5090026855469
2801702,0,10,9.69499969482422,0,40.9499973058701,73.9509963989258
2802007,80.0000011920929,13,79.9779968261719,0,23.8900005817413,68.9800033569336
2802601,0,13,7.64200019836426,1,24.5499983429909,68.4879989624023
2803203,0,12,3.24000000953674,0,33.9100003242493,65.8489990234375
2803708,50,10,15.0979995727539,0,38.6799991130829,64.3830032348633
2803906,25,11,15.8879995346069,0,37.5299990177155,62.5340003967285
2804607,25,NA,17.548999786377,1,56.139999628067,66.2519989013672
2804805,16.666667163372,2,21.6650009155273,1,58.7099969387054,49.1319999694824
2805109,50,8,0.453000009059906,0,45.1700031757355,73.4209976196289
2805208,25,11,26.7210006713867,0,34.689998626709,66.2080001831055
2805406,28.571429848671,8,9.14299964904785,0,41.0799980163574,82.3489990234375
2805802,0,10,16.07200050354,0,40.4399991035461,74.536003112793
2805901,25,13,32.4720001220703,0,38.1600022315979,66.4800033569336
2806008,12.5,11,16.6940002441406,1,45.6900000572205,57.8409996032715
2806404,20.0000002980232,13,5.75400018692017,1,34.4700008630753,73.9089965820312
2806800,0,12,18.6609992980957,0,43.1100010871887,63.484001159668
2807006,0,12,100,1,26.6499996185303,74.2170028686523
2900405,16.666667163372,12,10.996000289917,1,45.0999945402145,78.6220016479492
2901106,14.2857149243355,NA,14.246000289917,0,49.6199995279312,53.2529983520508
2901809,25,13,16.9799995422363,1,35.819998383522,70.822998046875
2902252,25,NA,25.2600002288818,1,41.5699988603592,73.3150024414062
2902658,0,9,12.0240001678467,0,49.4199991226196,71.5749969482422
2904001,71.4285731315613,7,28.7779998779297,0,27.2300004959106,69.7770004272461
2904050,0,13,12.7150001525879,1,45.4900026321411,62.943000793457
2904308,37.5,3,11.1040000915527,1,25.5899995565414,59.3040008544922
2905008,25,13,3.59200000762939,0,40.7800018787384,62.6310005187988
2905503,28.571429848671,NA,3.24900007247925,0,58.899998664856,80.4420013427734
2905602,0,13,4.05000019073486,0,64.0399932861328,67.1920013427734
2906857,20.0000002980232,14,8.04399967193604,0,42.509999871254,61.8460006713867
2906873,0,NA,2.44600009918213,0,45.0399994850159,61.9280014038086
2907103,42.8571432828903,7,12.2200002670288,0,53.7999987602234,77.4380035400391
2907707,25,7,6.18499994277954,1,28.0600011348724,78.5950012207031
2908101,66.6666686534882,0,4.88199996948242,0,37.3799979686737,70.3610000610352
2908804,33.3333343267441,11,1.14999997615814,0,20.3299999237061,62.7540016174316
2909109,0,8,6.35099983215332,0,42.3499971628189,78.3919982910156
2909802,20.0000002980232,8,18.1089992523193,0,62.720000743866,45.7299995422363
2909901,40.0000005960464,2,3.27900004386902,0,52.3699998855591,64.3529968261719
2910750,80.0000011920929,12,29.298999786377,1,27.6699990034103,66.3349990844727
